id,desc,source,lat,lon,type_cd,n_samples,n_tds,n_cond,n_ion_samples,n_iso_samples,tds_min,tds_max,tds_mean,date_oldest,date_newest
325401104244101,16S.26E.20.333 Ava Buel,NWIS_NM,32.9,-104.41,GW,4,0,4,4,0,,,,1958-08-12,1959-08-06
325321104233901,16S.26E.28.331 Homer,NWIS_NM,32.88,-104.39,GW,2,0,2,2,0,,,,1958-09-17,1959-03-03
325217104213501,16S.26E.35.,NWIS_NM,32.87,-104.36,SP,1,0,1,1,0,,,,1958-08-12,1958-08-12
325256104213502,16S.26E.35.113B Coleman,NWIS_NM,32.88,-104.36,GW,4,0,4,4,0,,,,1958-08-12,1959-03-03
325032104224001,17S.26E.10.333 A.B.HARRIS,NWIS_NM,32.84,-104.37,GW,5,0,5,2,0,,,,1958-08-12,1959-08-06
325032104224002,17S.26E.10.333A HARRIS,NWIS_NM,32.84,-104.37,GW,5,0,5,5,0,,,,1958-08-12,1959-08-06
324741104244401,17S.26E.32.131 SHERRAL,NWIS_NM,32.79,-104.41,GW,4,0,4,3,0,,,,1958-08-12,1959-08-06
324703104232601,17S.26E.33.343,NWIS_NM,32.78,-104.39,GW,3,0,2,3,0,,,,1958-08-11,1959-03-03
324547104240601,18S.26E.08.233 CHUMBLEY,NWIS_NM,32.76,-104.4,GW,4,0,4,4,0,,,,1958-08-12,1959-03-03
324533104223401,18S.26E.10.331 AARON&JOHNSON,NWIS_NM,32.75,-104.37,GW,2,0,2,2,0,,,,1958-08-12,1958-09-09
324431104204801,18S.26E.14.443 FANNING,NWIS_NM,32.74,-104.34,GW,4,0,4,4,0,,,,1958-08-12,1959-08-06
324522104245301,18S.26E.18.212 T.VANDEVEER,NWIS_NM,32.75,-104.41,GW,6,0,6,6,0,,,,1958-09-09,1964-08-05
324223104222001,18S.26E.34.312,NWIS_NM,32.7,-104.37,GW,3,0,3,3,0,,,,1958-08-12,1961-09-15
325035104210501,17S.26E.11.433,NWIS_NM,32.84,-104.35,GW,5,0,5,5,0,,,,1958-08-12,1970-08-19
08383000,"Pecos River atSanta Rosa,  N Mex",NWIS_NM,34.94,-104.69,ST,789,18,101,70,0,239.0,2500.0,1444.9,1959-08-31,1998-09-10
320250103184501,26S.35E.13.222,NWIS_NM,32.05,-103.31,GW,1,0,1,1,0,,,,1958-12-12,1958-12-12
322653103213301,21S.35E.27.321,NWIS_NM,32.44,-103.35,GW,1,0,0,1,0,,,,1958-12-08,1958-12-08
323429104194201,20S.27E.18.311 OIL TEST,NWIS_NM,32.57,-104.32,GW,5,0,5,5,0,,,,1959-09-28,1959-09-28
323509104211201,20S.26E.11.413,NWIS_NM,32.58,-104.35,GW,57,0,57,56,0,,,,1959-01-27,1962-06-19
324035103340001,19S.34E.09.114,NWIS_NM,32.67,-103.56,GW,1,1,1,1,0,3680.0,3680.0,3680.0,1958-12-09,1958-12-09
324046103464101,19S.32E.08.2,NWIS_NM,32.67,-103.78,GW,1,1,1,1,0,426.0,426.0,426.0,1958-12-10,1958-12-10
324319103255601,18S.35E.26.11,NWIS_NM,32.72,-103.43,GW,1,0,1,1,0,,,,1958-11-13,1958-11-13
324503103272901,18S.35E.16.211,NWIS_NM,32.75,-103.46,GW,1,0,1,1,0,,,,1958-11-13,1958-11-13
325355103472001,16S.32E.20.332,NWIS_NM,32.9,-103.79,GW,1,0,0,1,0,,,,1959-07-23,1959-07-23
325554103470501,16S.32E.08.14,NWIS_NM,32.93,-103.79,GW,1,0,1,1,0,,,,1958-11-14,1958-11-14
331925104293601,11S.24E.27.431 M TWEEDY,NWIS_NM,33.32,-104.49,GW,1,0,1,1,0,,,,1959-08-05,1959-08-05
332013104294901,11S.24E.22.34444,NWIS_NM,33.33,-104.49,GW,2,0,2,2,0,,,,1959-03-05,1970-03-13
332019104282101,11S.24E.23.414,NWIS_NM,33.33,-104.47,GW,1,0,1,1,0,,,,1959-03-05,1959-03-05
332045104300701,11S.24E.22.131,NWIS_NM,33.34,-104.5,GW,1,0,1,1,0,,,,1959-03-05,1959-03-05
332205104303801,11S.24E.09.413,NWIS_NM,33.36,-104.51,GW,1,0,1,1,0,,,,1959-03-03,1959-03-03
332231104271801,11S.24E.12.223,NWIS_NM,33.37,-104.45,GW,1,0,1,1,0,,,,1959-08-05,1959-08-05
332244104285101,11S.24E.02.334,NWIS_NM,33.38,-104.48,GW,1,0,1,1,0,,,,1959-08-05,1959-08-05
332407104314501,10S.24E.34.443 PVACD,NWIS_NM,33.39,-104.49,GW,3,0,3,3,0,,,,1959-08-05,1962-08-01
332430104294101,10S.24E.27.344 ROSWell,NWIS_NM,33.4,-104.49,GW,1,0,1,1,0,,,,1959-08-05,1959-08-05
332430104305801,10S.24E.28.332,NWIS_NM,33.41,-104.52,GW,1,0,1,1,0,,,,1959-03-03,1959-03-03
332510104255402,10S.25E.30.224A BLKWLL,NWIS_NM,33.42,-104.43,GW,2,0,2,2,0,,,,1959-01-13,1960-03-10
332641104291101,10S.24E.15.422 T E ELAM,NWIS_NM,33.44,-104.48,GW,3,0,3,3,0,,,,1959-08-04,1960-08-31
332642104273701,10S.24E.13.233,NWIS_NM,33.44,-104.45,GW,1,0,1,1,0,,,,1959-03-03,1959-03-03
332654104292601,10S.24E.15.232 F WEBB,NWIS_NM,33.44,-104.49,GW,2,0,2,2,0,,,,1959-04-02,1959-08-04
332815104305701,10S.24E.04.323 GLENALTO,NWIS_NM,33.47,-104.51,GW,2,0,2,2,0,,,,1959-01-12,1962-08-01
332840104324601,10S.24E.06.142 HEINHOLD,NWIS_NM,33.47,-104.55,GW,1,0,1,1,0,,,,1959-08-04,1959-08-04
332854104260101,09S.25E.31.443,NWIS_NM,33.48,-104.43,GW,2,0,2,2,0,,,,1958-11-06,1961-09-14
332921104313401,09S.24E.32.233324 F MARTIN,NWIS_NM,33.48,-104.52,GW,1,2,1,1,0,1450.0,1520.0,1485.0,1959-05-27,1959-05-27
333052104305201,09S.24E.19.332 R CORN,NWIS_NM,33.51,-104.55,GW,3,0,3,3,0,,,,1959-01-12,1960-08-22
333053104313401,09S.24E.20.413 R MESSAR,NWIS_NM,33.51,-104.52,GW,2,2,2,2,0,3080.0,3410.0,3245.0,1959-05-26,1960-04-05
333145104283001,09S.24E.14.34222 B PETTY,NWIS_NM,33.52,-104.47,GW,3,2,3,3,0,3060.0,3230.0,3145.0,1959-05-28,1961-06-07
333221105320301,09S.14E.12.314,NWIS_NM,33.53,-105.53,GW,1,0,1,1,0,,,,1959-02-19,1959-02-19
333225104284501,09S.24E.14.121 WIGGINS,NWIS_NM,33.54,-104.47,GW,2,2,2,2,0,2380.0,2510.0,2445.0,1959-05-29,1960-04-04
333252104290001,09S.24E.11.133 B PETTY,NWIS_NM,33.54,-104.48,GW,3,2,3,3,0,2430.0,2590.0,2510.0,1959-05-28,1962-08-06
333304104284501,09S.24E.11.141 B PETTY,NWIS_NM,33.55,-104.47,GW,4,2,4,4,0,2890.0,3180.0,3035.0,1959-05-21,1962-08-06
333304104303301,09S.24E.09.231 J CONNER,NWIS_NM,33.55,-104.5,GW,1,0,1,1,0,,,,1959-08-03,1959-08-03
333304104303401,09S.24E.09.142,NWIS_NM,33.55,-104.51,GW,1,0,1,1,0,,,,1959-01-12,1959-01-12
333332104281401,09S.24E.02.42312 WIGGINS,NWIS_NM,33.55,-104.47,GW,5,2,5,5,0,3690.0,4030.0,3860.0,1959-05-28,1962-08-06
333332104315101,09S.24E.05.314 L SHORTR,NWIS_NM,33.55,-104.53,GW,3,2,3,3,0,2690.0,2790.0,2740.0,1959-05-26,1963-08-20
333345104315101,09S.24E.05.134 SHORTRID,NWIS_NM,33.56,-104.53,GW,5,2,5,5,0,2800.0,3160.0,2980.0,1959-05-26,1963-08-20
333411104310401,08S.24E.33.33311 SANCHEZ,NWIS_NM,33.56,-104.51,GW,3,2,3,3,0,2290.0,2380.0,2335.0,1959-05-26,1963-08-20
333437104313501,08S.24E.32.411 O White,NWIS_NM,33.57,-104.52,GW,3,2,3,3,0,2160.0,2320.0,2240.0,1959-05-21,1962-08-08
333447104265001,08S.25E.31.131,NWIS_NM,33.58,-104.44,GW,5,2,5,5,0,6280.0,6660.0,6470.0,1959-05-25,1970-08-25
333503104322201,08S.24E.31.221 O White,NWIS_NM,33.58,-104.53,GW,3,2,3,3,0,2450.0,2670.0,2560.0,1959-05-26,1960-08-16
333504104293201,08S.24E.27.433431 C PATTON,NWIS_NM,33.58,-104.49,GW,8,3,8,8,0,2610.0,3100.0,2873.3,1959-05-26,1964-08-05
333517104303401,08S.24E.28.413321 D PATTON,NWIS_NM,33.58,-104.5,GW,3,2,3,3,0,1940.0,2160.0,2050.0,1959-05-26,1963-08-20
333517104312101,08S.24E.29.414 SPURRIER,NWIS_NM,33.58,-104.52,GW,2,2,2,2,0,1850.0,1980.0,1915.0,1959-05-26,1960-04-05
333556104300401,08S.24E.28.222431 BREWTON,NWIS_NM,33.59,-104.5,GW,2,2,2,2,0,2920.0,3260.0,3090.0,1959-05-26,1960-04-05
333557104293201,08S.24E.22.43313 DOYLE,NWIS_NM,33.59,-104.49,GW,3,2,3,3,0,3380.0,3780.0,3580.0,1959-05-26,1961-08-09
333609104294701,08S.24E.22.341314 BREWTON,NWIS_NM,33.6,-104.49,GW,3,2,3,3,0,3520.0,3810.0,3665.0,1959-05-27,1961-08-09
333609104310601,08S.24E.20.44223 C CORN,NWIS_NM,33.6,-104.51,GW,2,2,2,2,0,4060.0,4230.0,4145.0,1959-05-26,1960-04-05
333628104313701,08S.24E.20.233113,NWIS_NM,33.6,-104.52,GW,3,2,3,3,0,4220.0,4490.0,4355.0,1959-05-26,1970-08-25
333636104291801,08S.24E.22.232423 J CORN,NWIS_NM,33.61,-104.48,GW,1,2,1,1,0,6840.0,7330.0,7085.0,1959-05-26,1959-05-26
333636104294701,08S.24E.22.142113 J CORN,NWIS_NM,33.61,-104.49,GW,3,2,3,3,0,4140.0,4320.0,4230.0,1959-05-26,1960-09-16
333648104360501,08S.23E.15.433 H CORN,NWIS_NM,33.61,-104.6,GW,2,2,2,2,0,2230.0,2360.0,2295.0,1959-05-27,1962-08-21
333716104315101,08S.24E.17.143 P CORN,NWIS_NM,33.62,-104.53,GW,1,2,1,1,0,4230.0,4500.0,4365.0,1959-05-27,1959-05-27
333716104323701,08S.24E.18.233 CHAVES,NWIS_NM,33.62,-104.54,GW,3,2,3,3,0,2850.0,3130.0,2990.0,1959-05-27,1960-09-16
333728104322201,08S.24E.18.241 P CORN,NWIS_NM,33.62,-104.54,GW,2,2,2,2,0,3590.0,3910.0,3750.0,1959-05-28,1960-04-05
333751104310801,08S.24E.09.331134,NWIS_NM,33.63,-104.51,GW,3,2,3,3,0,4390.0,4630.0,4510.0,1959-05-26,1970-08-31
333755104334401,08S.23E.12.42323,NWIS_NM,33.63,-104.56,GW,3,3,3,3,0,2680.0,3160.0,2876.7,1959-05-27,1964-08-04
333756104322201,08S.24E.07.423 E CORN,NWIS_NM,33.63,-104.53,GW,2,2,2,2,0,3680.0,4040.0,3860.0,1959-05-27,1960-04-05
333834104322601,08S.24E.07.111 H CORN,NWIS_NM,33.64,-104.55,GW,2,2,2,2,0,1690.0,1890.0,1790.0,1959-05-21,1964-08-04
333834104325301,08S.24E.07.121 H CORN,NWIS_NM,33.64,-104.55,GW,3,2,3,3,0,2900.0,3130.0,3015.0,1959-05-27,1960-09-16
333900104340001,08S.23E.01.322 P CORN,NWIS_NM,33.64,-104.56,GW,3,3,3,3,0,2230.0,2620.0,2383.3,1959-05-27,1964-08-04
333902104315101,08S.24E.05.143 J CORN,NWIS_NM,33.65,-104.53,GW,2,2,2,2,0,3630.0,3840.0,3735.0,1959-05-27,1960-04-05
334032104200101,07S.26E.30.431 BLANTON,NWIS_NM,33.67,-104.33,GW,2,2,2,2,0,6010.0,6740.0,6375.0,1959-05-25,1960-04-06
334136104344601,07S.23E.23.243 J CORN,NWIS_NM,33.69,-104.57,GW,3,2,3,3,0,2200.0,3060.0,2630.0,1959-05-27,1964-08-04
334138104322601,07S.24E.19.133 J HAVENS,NWIS_NM,33.69,-104.55,GW,2,0,2,2,0,,,,1959-08-03,1959-08-03
334138104325001,07S.24E.19.143,NWIS_NM,33.69,-104.55,GW,1,0,1,1,0,,,,1959-01-12,1959-01-12
334139104194601,07S.26E.19.243 BLANTON,NWIS_NM,33.69,-104.33,GW,2,2,2,2,0,4550.0,4880.0,4715.0,1959-05-25,1960-04-06
334139104344201,07S.23E.23.244,NWIS_NM,33.69,-104.57,GW,4,0,4,4,0,,,,1959-01-12,1970-07-25
334203104322601,07S.24E.19.1. HAVINS,NWIS_NM,33.69,-104.55,GW,2,2,2,2,0,3480.0,3660.0,3570.0,1959-05-27,1960-04-06
334416104181801,07S.26E.04.312 W MARTIN,NWIS_NM,33.73,-104.3,GW,1,2,1,1,0,5370.0,5730.0,5550.0,1959-05-21,1959-05-21
334429104193101,07S.26E.06.242 NEWTON,NWIS_NM,33.73,-104.32,GW,2,2,2,2,0,2670.0,2880.0,2775.0,1959-05-28,1960-04-06
334439104320401,06S.24E.31.43343 EL PASO N,NWIS_NM,33.74,-104.53,GW,1,2,1,1,0,5220.0,5730.0,5475.0,1959-05-27,1959-05-27
334553104292901,06S.24E.27.233 BRUNSON,NWIS_NM,33.76,-104.49,GW,2,2,2,2,0,1180.0,1240.0,1210.0,1959-05-28,1960-04-06
340438104324201,03S.23E.05.243 JW Kilgo,NWIS_NM,34.07,-104.54,GW,1,2,1,1,0,2890.0,3080.0,2985.0,1958-12-03,1958-12-03
344130103424001,05N.30E.01.212233,NWIS_NM,34.69,-103.71,GW,1,2,1,1,0,294.0,299.0,296.5,1958-12-10,1958-12-10
344354103590301,06N.28E.21.132441,NWIS_NM,34.73,-103.98,GW,1,0,0,1,0,,,,1958-12-09,1958-12-09
324211104223401,18S.26E.34.313,NWIS_NM,32.7,-104.38,GW,2,0,2,2,0,,,,1959-01-21,1959-03-03
323416104224201,20S.26E.15.313 TEST well,NWIS_NM,32.57,-104.37,GW,53,0,52,53,0,,,,1959-01-27,1962-10-03
08400500,"Lake McMillian near Lakewood, N. Mex",NWIS_NM,32.59,-104.34,LK,136,15,133,136,0,3030.0,6750.0,4539.3,1959-10-07,1979-05-01
08401000,"Pecos River below McMillian Dam, N Mex",NWIS_NM,32.59,-104.35,ST,195,3,37,38,0,4920.0,6620.0,5610.0,1960-04-07,1979-04-25
08405000,"Pecos River at Carlsbad , N Mex",NWIS_NM,32.41,-104.21,ST,530,471,497,492,0,252.0,4680.0,2403.9,1959-10-01,1987-09-09
08405400,"Black River at Harkley near Malaga, N Mex",NWIS_NM,32.23,-104.19,ST,62,0,62,62,0,,,,1959-10-13,1966-12-07
324423105284701,18S.14E.14.410,NWIS_NM,32.74,-105.47,GW,1,0,1,1,0,,,,1960-03-23,1960-03-23
324543105273201,18S.14E.12.233,NWIS_NM,32.75,-105.46,GW,1,0,1,1,0,,,,1960-03-23,1960-03-23
330539105290401,14S.15E.16.320,NWIS_NM,33.09,-105.48,GW,1,1,1,1,0,465.0,465.0,465.0,1960-08-11,1960-08-11
330637105341701,14S.14E.10.310,NWIS_NM,33.11,-105.57,GW,1,1,1,1,0,441.0,441.0,441.0,1960-08-04,1960-08-04
331409105344301,12S.14E.28.432 Whitetail Spring,NWIS_NM,33.23,-105.57,SP,1,2,1,1,0,526.0,554.0,540.0,1960-09-29,1960-09-29
331508105395501,12S.13E.34.440,NWIS_NM,33.22,-105.65,GW,1,2,1,1,0,636.0,663.0,649.5,1960-09-29,1960-09-29
332257104275002,11S.24E.01.332A JP White CO,NWIS_NM,33.38,-104.46,GW,1,0,1,1,0,,,,1960-08-23,1960-08-23
332257104283501,11S.24E.02.431,NWIS_NM,33.38,-104.47,GW,1,0,1,1,0,,,,1960-02-23,1960-02-23
332258104275001,11S.24E.01.314,NWIS_NM,33.38,-104.46,GW,1,0,1,1,0,,,,1960-04-19,1960-04-19
332258104280401,11S.24E.01.31333 RA-42,NWIS_NM,33.38,-104.46,GW,1,0,1,1,0,,,,1960-04-19,1960-04-19
332311104280401,11S.24E.01.133 RA-?,NWIS_NM,33.38,-104.46,GW,1,0,1,1,0,,,,1960-04-19,1960-04-19
332351104250601,10S.25E.32.424333 OSW#2,NWIS_NM,33.39,-104.41,GW,4,7,4,4,0,21600.0,27200.0,23271.4,1960-08-19,1962-06-30
332431104250601,10S.25E.29.443333 PVACDOSW,NWIS_NM,33.4,-104.41,GW,4,8,4,4,0,8710.0,22700.0,13225.0,1960-07-18,1962-04-04
332456104324501,10S.24E.30.233 W CLARDY,NWIS_NM,33.41,-104.54,GW,1,0,1,1,0,,,,1960-03-18,1960-03-18
332522104282501,10S.24E.26.212 CITY SUP,NWIS_NM,33.42,-104.47,GW,1,0,1,1,0,,,,1960-08-23,1960-08-23
332535104301101,10S.24E.22.331 WAGNER,NWIS_NM,33.42,-104.5,GW,3,0,3,3,0,,,,1960-03-18,1963-08-05
332536104111001,10S.27E.22.332 US Army Corps of Engineers site K,NWIS_NM,33.42,-104.18,GW,1,0,1,0,0,,,,1960-05-02,1960-05-02
332616104294002,10S.24E.15.43A MARSHALL,NWIS_NM,33.43,-104.49,GW,1,0,1,1,0,,,,1960-03-03,1960-03-03
332628104295601,10S.24E.15.341A,NWIS_NM,33.44,-104.49,GW,1,0,1,1,0,,,,1960-08-23,1960-08-23
332640104294301,10S.24E.15.411 JW JONES,NWIS_NM,33.44,-104.49,GW,2,0,2,2,0,,,,1959-10-19,1970-08-27
333517104273001,08S.24E.25.324 US F&W,NWIS_NM,33.58,-104.45,GW,1,0,1,1,0,,,,1960-03-02,1960-03-02
333900104313601,08S.24E.05.233A J CORN,NWIS_NM,33.65,-104.52,GW,2,0,2,2,0,,,,1960-08-22,1961-03-10
344006103515401,05N.29E.09.42111,NWIS_NM,34.66,-103.86,GW,1,0,1,1,0,,,,1960-06-08,1960-06-08
325321104144201,16S.27E.26.432 Hitch #2,NWIS_NM,32.88,-104.24,GW,1,0,1,1,0,,,,1960-04-26,1960-04-26
324205104034101,18S.29E.34.3244 MCKEE,NWIS_NM,32.7,-104.06,GW,1,0,1,1,0,,,,1960-02-01,1960-02-01
324152104035601,18S.29E.34.334 MCKEE,NWIS_NM,32.69,-104.06,GW,1,0,1,1,0,,,,1960-02-01,1960-02-01
322640104141201,21S.26E.25.LOT8BLOCK10,NWIS_NM,32.44,-104.23,GW,1,0,1,1,0,,,,1960-01-25,1960-01-25
322640104141202,21S.26E.25.LOT9BLOCK10,NWIS_NM,32.44,-104.23,GW,1,0,1,1,0,,,,1960-01-25,1960-01-25
322640104144201,21S.26E.25.344 R LIGHT,NWIS_NM,32.44,-104.24,GW,1,0,1,1,0,,,,1960-06-17,1960-06-17
08401300,"Pecos River at Ford Crossing above Major Johnson Springs, N Mex",NWIS_NM,32.57,-104.38,ST,66,0,66,66,0,,,,1961-05-01,1969-06-03
320603104371801,25S.23E.29.411,NWIS_NM,32.09,-104.62,SP,1,1,1,1,0,416.0,416.0,416.0,1961-08-02,1961-08-02
320932104305001,25S.24E.05.421,NWIS_NM,32.15,-104.51,SP,1,0,1,1,0,,,,1961-09-15,1961-09-15
321055104273001,24S.24E.25.333 OAK Spring NO. 2,NWIS_NM,32.18,-104.45,SP,1,0,1,1,0,,,,1961-09-15,1961-09-15
322620104140801,21S.27E.31.131 CARLS #5,NWIS_NM,32.43,-104.23,SP,1,1,1,1,0,1150.0,1150.0,1150.0,1961-01-17,1961-01-17
322640104150301,21S.26E.25.334 CARLS.#16,NWIS_NM,32.44,-104.25,SP,1,1,1,1,0,2480.0,2480.0,2480.0,1961-01-18,1961-01-18
323216104214201,20S.26E.27.41343,NWIS_NM,32.53,-104.36,GW,1,1,1,1,0,2180.0,2180.0,2180.0,1961-02-26,1961-02-26
323509104211202,20S.26E.11.413A FED M7 HONDO,NWIS_NM,32.58,-104.35,GW,5,3,5,4,0,3430.0,8760.0,5920.0,1961-07-28,1961-10-15
325704105421201,16S.12E.03.142,NWIS_NM,32.95,-105.7,GW,1,0,1,1,0,,,,1961-09-27,1961-09-27
330410106255301,14S.15E.25.14,NWIS_NM,33.06,-105.43,GW,1,1,1,1,0,393.0,393.0,393.0,1960-10-04,1960-10-04
330548105371301,14S.14E.18.312 Elk Spring,NWIS_NM,33.09,-105.62,SP,1,2,1,1,0,435.0,445.0,440.0,1960-10-04,1960-10-04
330756105251701,14S.15E.01.200,NWIS_NM,33.13,-105.42,GW,1,2,1,1,0,1360.0,1430.0,1395.0,1960-10-03,1960-10-03
331020105253301,13S.15E.24.230,NWIS_NM,33.17,-105.42,GW,1,2,1,1,0,572.0,599.0,585.5,1960-10-03,1960-10-03
331037105200201,13S.15E.19.120,NWIS_NM,33.17,-105.51,GW,1,2,1,1,0,483.0,491.0,487.0,1960-10-03,1960-10-03
331119105401801,17S.13E.15.130,NWIS_NM,32.83,-105.6,GW,1,2,1,1,0,884.0,938.0,911.0,1960-10-19,1960-10-19
331309105262301,13S.15E.02.220,NWIS_NM,33.21,-105.43,GW,1,1,1,1,0,1500.0,1500.0,1500.0,1960-10-13,1960-10-13
331335105371501,12S.14E.31.31,NWIS_NM,33.22,-105.62,GW,1,2,1,1,0,657.0,679.0,668.0,1960-10-03,1960-10-03
331509105430601,12S.13E.19.230,NWIS_NM,33.25,-105.71,GW,1,1,1,1,0,1920.0,1920.0,1920.0,1960-10-02,1960-10-02
331739105202301,12S.16E.02.430,NWIS_NM,33.29,-105.33,GW,1,1,1,1,0,2210.0,2210.0,2210.0,1960-10-13,1960-10-13
332007104361701,11S.23E.22.343,NWIS_NM,33.33,-104.6,GW,1,0,1,1,0,,,,1961-07-11,1961-07-11
332219104433801,11S.22E.09.321,NWIS_NM,33.37,-104.73,GW,1,0,1,1,0,,,,1961-07-11,1961-07-11
332244104283601,11S.24E.02.344,NWIS_NM,33.37,-104.47,GW,3,0,3,3,0,,,,1961-08-07,1963-08-01
332258104273501,11S.24E.01.324 White T,NWIS_NM,33.38,-104.46,GW,1,0,1,1,0,,,,1961-03-02,1961-03-02
332351104240501,10S.25E.33.423 Roswell,NWIS_NM,33.39,-104.4,GW,4,8,4,4,0,6960.0,7420.0,7155.0,1960-10-18,1962-04-04
332404104245201,10S.25E.32.42 AUGER #5,NWIS_NM,33.4,-104.41,GW,1,2,1,1,0,58300.0,61600.0,59950.0,1960-10-07,1960-10-07
332405104252201,10S.25E.32.23 AUGER #3,NWIS_NM,33.4,-104.42,GW,2,2,2,2,0,14900.0,15300.0,15100.0,1960-10-07,1962-04-03
332430105414301,10S.13E.29.400,NWIS_NM,33.4,-105.69,GW,1,0,1,1,0,,,,1960-10-12,1960-10-12
332431104245201,10S.25E.29.44 AUGER #1,NWIS_NM,33.4,-104.41,GW,2,2,2,2,0,31700.0,32400.0,32050.0,1960-10-07,1962-04-03
332641104223301,10S.25E.14.312 PVACD,NWIS_NM,33.44,-104.37,GW,2,2,2,2,0,31700.0,32200.0,31950.0,1961-07-06,1961-07-19
332947104290101,09S.24E.27.44443 McLEAN,NWIS_NM,33.49,-104.48,GW,1,0,1,1,0,,,,1961-08-10,1961-08-10
333411104284601,08S.24E.35.343 ELAM,NWIS_NM,33.57,-104.47,GW,2,0,2,2,0,,,,1961-08-10,1962-08-06
333421104374001,08S.23E.32.442 HILT Well,NWIS_NM,33.57,-104.63,GW,1,0,1,1,0,,,,1961-09-19,1961-09-19
333504104274401,08S.24E.25.343113 US F&W,NWIS_NM,33.58,-104.46,GW,2,0,2,2,0,,,,1961-06-07,1961-08-09
340840105392501,02S.12E.11.430,NWIS_NM,34.14,-105.65,GW,1,2,1,1,0,1510.0,1630.0,1570.0,1961-09-14,1961-09-14
325437104492201,16S.21E.19.22 R.J.PARKS,NWIS_NM,32.91,-104.82,GW,1,0,1,1,0,,,,1961-09-12,1961-09-12
325421104452101,16S.21E.23.42 RUNYUN DW,NWIS_NM,32.9,-104.75,GW,1,0,1,1,0,,,,1961-09-12,1961-09-12
325708104353001,16S.24E.04.23 C&M Ranch,NWIS_NM,32.95,-104.59,GW,1,0,1,1,0,,,,1961-09-15,1961-09-15
324838104440001,17S.23E.30.123 HOPE P.S.,NWIS_NM,32.81,-104.73,GW,1,0,1,1,0,,,,1961-09-12,1961-09-12
324944104353201,17S.24E.16.433 CLEMENTS,NWIS_NM,32.82,-104.59,GW,1,0,1,1,0,,,,1961-09-12,1961-09-12
324939104170001,17S.27E.16.344 EMPIRE W.S.,NWIS_NM,32.82,-104.28,GW,1,0,1,1,0,,,,1961-09-20,1961-09-20
323755104433401,19S.23E.30.144 BUNTING Ranch,NWIS_NM,32.63,-104.73,GW,1,0,1,1,0,,,,1961-09-19,1961-09-19
324023104320601,19S.24E.12.414 NEDS well,NWIS_NM,32.67,-104.53,GW,1,0,1,1,0,,,,1961-09-20,1961-09-20
323656104280001,19S.25E.34.423,NWIS_NM,32.61,-104.46,GW,1,0,1,1,0,,,,1961-09-15,1961-09-15
323708104222401,19S.26E.34.312 HNULIK,NWIS_NM,32.61,-104.37,GW,1,0,1,1,0,,,,1961-09-15,1961-09-15
323303104405701,20S.23E.27.111 FOSTER L.,NWIS_NM,32.55,-104.68,GW,1,0,1,1,0,,,,1961-09-19,1961-09-19
320150103235501,26S.35E.19.142,NWIS_NM,32.03,-103.4,GW,1,2,1,1,0,592.0,598.0,595.0,1961-12-20,1961-12-20
320812103072401,25S.37E.13.1,NWIS_NM,32.13,-103.12,GW,1,2,1,1,0,624.0,638.0,631.0,1961-12-20,1961-12-20
320821104330401,25S.23E.12.440,NWIS_NM,32.13,-104.54,SP,1,0,1,1,0,,,,1962-04-30,1962-04-30
320839103065301,25S.37E.12.233,NWIS_NM,32.14,-103.11,GW,1,2,1,1,0,682.0,688.0,685.0,1961-12-20,1961-12-20
320930103075501,25S.37E.02.32,NWIS_NM,32.15,-103.13,GW,1,2,1,1,0,495.0,500.0,497.5,1961-12-20,1961-12-20
323010103244001,26S.35E.18.311,NWIS_NM,32.04,-103.41,GW,1,2,1,1,0,708.0,730.0,719.0,1961-12-20,1961-12-20
323525103101001,20S.38E.08.000,NWIS_NM,32.59,-103.16,GW,1,2,1,1,0,504.0,508.0,506.0,1961-12-13,1961-12-13
332338104245201,10S.25E.32.4 AUGER #6,NWIS_NM,33.39,-104.41,GW,2,0,2,2,0,,,,1962-02-13,1962-04-03
332351104250602,10S.25E.32.423B OSW#3,NWIS_NM,33.39,-104.41,GW,1,0,1,1,0,,,,1962-08-28,1962-08-28
332404104245202,10S.25E.32.42 AUGER #4,NWIS_NM,33.4,-104.41,GW,2,0,2,2,0,,,,1962-02-13,1962-04-03
332430104245201,10S.25E.32.2 AUGER #8,NWIS_NM,33.4,-104.41,GW,1,0,1,1,0,,,,1962-02-13,1962-02-13
332430104245202,10S.25E.32.22 AUGER#9,NWIS_NM,33.4,-104.41,GW,1,0,1,1,0,,,,1962-02-13,1962-02-13
332430104245203,10S.25E.32.22 AUGER#2,NWIS_NM,33.4,-104.41,GW,2,0,2,2,0,,,,1962-02-13,1962-04-03
332431104252201,10S.25E.29.43 AUGER 13,NWIS_NM,33.4,-104.42,GW,2,0,2,2,0,,,,1962-02-13,1962-04-03
332456104255301,10S.25E.29.311 BLCKwell,NWIS_NM,33.41,-104.43,GW,1,0,1,1,0,,,,1962-08-28,1962-08-28
332523104210001,10S.25E.24.443 OSW-1 ROSWL,NWIS_NM,33.42,-104.34,GW,1,0,1,1,0,,,,1962-03-13,1962-03-13
332537104232001,10S.25E.22.324SPRS#1ELK,NWIS_NM,33.42,-104.39,GW,3,2,3,3,0,6860.0,7160.0,7010.0,1962-03-13,1962-08-27
