id,desc,source,lat,lon,type_cd,n_samples,n_tds,n_cond,n_ion_samples,n_iso_samples,tds_min,tds_max,tds_mean,date_oldest,date_newest
332642104324601,10S.24E.18.144 ALX HILL,NWIS_NM,33.44,-104.54,GW,1,0,1,1,0,,,,1962-03-05,1962-03-05
333319104282901,09S.24E.02.433 WIGGINS,NWIS_NM,33.55,-104.47,GW,1,0,1,1,0,,,,1962-08-06,1962-08-06
333610104283101,08S.24E.23.32434 B CORN,NWIS_NM,33.6,-104.47,GW,1,0,1,1,0,,,,1962-08-07,1962-08-07
334005104343001,07S.23E.36.131144 J CORN,NWIS_NM,33.66,-104.57,GW,2,0,2,2,0,,,,1962-08-08,1964-08-04
342941104145701,03N.26E.18.423313 FT SUMNER4,NWIS_NM,34.49,-104.24,GW,1,2,1,1,0,442.0,447.0,444.5,1962-03-14,1962-03-14
343042104135401,03N.26E.09.3313FTSUMnear 9,NWIS_NM,34.51,-104.23,GW,1,2,1,1,0,981.0,997.0,989.0,1962-03-14,1962-03-14
345543104400901,08N.21E.12.300,NWIS_NM,34.92,-104.66,SP,1,1,1,1,0,351.0,351.0,351.0,1962-03-13,1962-03-13
324850104434501,17S.23E.30.12 HOPE P.S.,NWIS_NM,32.81,-104.73,GW,1,0,1,1,0,,,,1962-02-06,1962-02-06
325006104241301,17S.26E.17.233 Hospital well,NWIS_NM,32.83,-104.4,GW,1,0,1,1,0,,,,1962-03-08,1962-03-08
324940104251501,17S.26E.18.433 ArtesiaP.S.,NWIS_NM,32.82,-104.42,GW,1,0,1,1,0,,,,1962-03-08,1962-03-08
324549104113501,18S.28E.08.243 OIL TEST,NWIS_NM,32.76,-104.19,GW,1,0,1,1,0,,,,1962-05-29,1962-05-29
08381000,"Gallinas Creek at Montezuma, N Mex",NWIS_NM,35.65,-105.27,ST,15,0,15,14,0,,,,1963-09-25,1964-07-27
332337104273701,10S.24E.36.43333 T White,NWIS_NM,33.39,-104.46,GW,1,0,1,1,0,,,,1963-08-07,1963-08-07
332350104252301,10S.25E.32.3422 RUSSELL,NWIS_NM,33.39,-104.42,GW,1,0,1,1,0,,,,1963-08-07,1963-08-07
332357104294301,10S.24E.34.433,NWIS_NM,33.39,-104.49,GW,3,0,3,3,0,,,,1963-03-07,1970-03-16
332428104404701,10S.22E.35.222A HAGERMA,NWIS_NM,33.4,-104.68,GW,2,0,2,2,0,,,,1963-06-05,1964-08-11
332613104353701,10S.23E.15.444 LGBONHON,NWIS_NM,33.43,-104.59,GW,2,0,2,2,0,,,,1963-03-06,1964-08-06
332903104343501,09S.23E.35.42422 E SONS,NWIS_NM,33.48,-104.57,GW,1,0,1,1,0,,,,1963-08-20,1963-08-20
332955104343401,09S.23E.25.331 E SONS,NWIS_NM,33.49,-104.57,GW,1,0,1,1,0,,,,1963-08-20,1963-08-20
332956104340401,09S.23E.25.324 E SONS,NWIS_NM,33.5,-104.56,GW,1,0,1,1,0,,,,1963-08-20,1963-08-20
333040104323001,09S.24E.19.143431 C CORN,NWIS_NM,33.51,-104.54,GW,1,0,1,1,0,,,,1963-08-20,1963-08-20
333041104323101,09S.24E.19. C CORN,NWIS_NM,33.51,-104.54,GW,2,0,2,2,0,,,,1963-08-20,1964-08-04
340716104291101,02S.23E.24.31,NWIS_NM,34.12,-104.48,GW,1,0,1,1,0,,,,1963-01-21,1963-01-21
343832103534501,05N.29E.20.13130,NWIS_NM,34.64,-103.89,GW,1,2,1,1,0,589.0,628.0,608.5,1963-06-27,1963-06-27
325523104431301,16S.23E.17.13YATES#1ESTILL,NWIS_NM,32.92,-104.72,GW,1,0,1,1,0,,,,1963-01-23,1963-01-23
323908104310401,19S.25E.19.232 PARISH,NWIS_NM,32.64,-104.52,GW,1,0,1,1,0,,,,1963-03-12,1963-03-12
322640104151102,21S.26E.25.33 CNTRY CLUB,NWIS_NM,32.44,-104.25,GW,3,0,3,3,0,,,,1963-04-29,1963-05-07
08401200,"South Seven Rivers near Lakewood, N Mex",NWIS_NM,32.58,-104.42,ST,18,1,2,1,0,371.0,371.0,371.0,1964-09-15,1974-10-23
332350104240502,10S.25E.33.441 OSW#3,NWIS_NM,33.39,-104.4,GW,1,0,1,1,0,,,,1963-12-12,1963-12-12
332414104360801,10S.23E.34.142 RSWL 12,NWIS_NM,33.4,-104.6,GW,1,0,1,1,0,,,,1964-03-04,1964-03-04
332428104404801,10S.22E.35.222B HAGERMA,NWIS_NM,33.4,-104.68,GW,1,0,1,1,0,,,,1964-08-11,1964-08-11
332442104304201,10S.24E.28.431 MARSHALL,NWIS_NM,33.41,-104.51,GW,3,1,3,3,0,2440.0,2440.0,2440.0,1964-01-17,1964-01-17
332455104280801,10S.24E.25.311 HEINE B,NWIS_NM,33.41,-104.46,GW,1,0,0,1,0,,,,1964-08-17,1964-08-17
332546104340201,10S.23E.24.23 FEATHERST,NWIS_NM,33.43,-104.56,GW,2,0,2,2,0,,,,1964-03-03,1964-08-04
332642104294001,10S.24E.15.233 MARSHALL,NWIS_NM,33.44,-104.49,GW,1,0,1,1,0,,,,1964-03-02,1964-03-02
333304104300201,09S.24E.10.131 McCOLLOU,NWIS_NM,33.55,-104.5,GW,1,0,1,1,0,,,,1964-08-04,1964-08-04
333424104303401,08S.24E.33.431121 SPURRIER,NWIS_NM,33.57,-104.5,GW,1,1,1,1,0,4180.0,4180.0,4180.0,1964-08-05,1964-08-05
333449104255601,08S.25E.31.13142 D HATCH,NWIS_NM,33.58,-104.43,GW,1,0,1,1,0,,,,1964-08-05,1964-08-05
333954104322601,07S.24E.31.13333 E CORN,NWIS_NM,33.66,-104.54,GW,1,1,1,1,0,2880.0,2880.0,2880.0,1964-08-04,1964-08-04
334137104323501,07S.24E.19.411 J CORN,NWIS_NM,33.69,-104.54,GW,1,0,1,1,0,,,,1964-08-04,1964-08-04
334138104323601,07S.24E.19.144 J HAVENS,NWIS_NM,33.69,-104.54,GW,1,0,1,1,0,,,,1964-08-04,1964-08-04
343317104123901,04N.26E.34.12123 J GOOD,NWIS_NM,34.55,-104.21,GW,1,2,1,1,0,2210.0,2250.0,2230.0,1964-05-26,1964-05-26
343406104125401,04N.26E.27.11323 GRIZZLE,NWIS_NM,34.56,-104.21,GW,1,2,1,1,0,999.0,1010.0,1004.5,1964-05-19,1964-05-19
343417104103401,04N.26E.24.343131 J GOOD,NWIS_NM,34.57,-104.17,GW,1,2,1,1,0,892.0,898.0,895.0,1964-05-26,1964-05-26
344214103540101,06N.29E.32.113,NWIS_NM,34.7,-103.9,GW,1,0,1,1,0,,,,1964-06-08,1964-06-08
344126103534501,05N.29E.06.22222,NWIS_NM,34.69,-103.89,GW,1,0,1,1,0,,,,1964-01-23,1964-01-23
323454104091901,20S.28E.15.2 INTEX TRIGG FED1,NWIS_NM,32.57,-104.16,GW,1,0,1,1,0,,,,1964-01-07,1964-01-07
08393800,"Hagerman Canal at Dexter, N. Mex",NWIS_NM,33.2,-104.39,ST-CA,21,0,21,21,0,,,,1964-10-21,1966-12-06
325454104251401,16S.26E.19.21111,NWIS_NM,32.91,-104.42,GW,1,0,1,1,0,,,,1965-08-20,1965-08-20
325754104230901,04152631333,NWIS_NM,32.96,-104.38,GW,1,0,1,1,0,,,,1965-08-20,1965-08-20
331957104312101,04112428113,NWIS_NM,33.33,-104.52,GW,1,0,1,1,0,,,,1965-08-20,1965-08-20
335036104220200,05S.25E.00.000,NWIS_NM,33.84,-104.36,GW,1,0,1,1,0,,,,1965-08-20,1965-08-20
340320104360401,03S.22E.14.211 Mora Springs,NWIS_NM,34.05,-104.6,SP,1,1,1,1,0,2510.0,2510.0,2510.0,1965-09-30,1965-09-30
341945104193000,01N.25E.09.112423,NWIS_NM,34.32,-104.32,GW,1,1,1,1,0,1080.0,1080.0,1080.0,1965-07-27,1965-07-27
342125104195500,02N.25E.13.311230,NWIS_NM,34.35,-104.33,GW,1,1,1,1,0,768.0,768.0,768.0,1965-07-26,1965-07-26
342240104094000,02N.26E.24.342433,NWIS_NM,34.37,-104.16,GW,1,1,1,1,0,4450.0,4450.0,4450.0,1965-07-21,1965-07-21
342345104132000,02N.26E.16.312334,NWIS_NM,34.39,-104.22,GW,1,1,1,1,0,1820.0,1820.0,1820.0,1965-07-29,1965-07-29
342840104151000,03N.26E.19.341412,NWIS_NM,34.47,-104.25,GW,1,1,1,1,0,1040.0,1040.0,1040.0,1965-08-30,1965-08-30
343005104181500,03N.25E.10.23134,NWIS_NM,34.5,-104.3,GW,1,1,1,1,0,561.0,561.0,561.0,1965-07-19,1965-07-19
343200104223501,04N.24E.36.211,NWIS_NM,34.53,-104.37,GW,1,1,1,1,0,457.0,457.0,457.0,1965-07-19,1965-07-19
343255104214501,04N.25E.30.112321,NWIS_NM,34.54,-104.36,GW,1,1,1,1,0,567.0,567.0,567.0,1965-07-21,1965-07-21
343405104192000,04N.25E.00.000,NWIS_NM,34.56,-104.32,GW,1,1,1,1,0,710.0,710.0,710.0,1965-07-20,1965-07-20
343550104175500,04N.25E.02.331142,NWIS_NM,34.59,-104.29,GW,1,1,1,1,0,698.0,698.0,698.0,1965-07-15,1965-07-15
343605104163000,04N.25E.00.000A,NWIS_NM,34.6,-104.27,GW,1,1,1,1,0,500.0,500.0,500.0,1965-07-20,1965-07-20
343650104253500,05N.24E.32.133312,NWIS_NM,34.61,-104.42,GW,1,1,1,1,0,628.0,628.0,628.0,1965-07-20,1965-07-20
341220104060001,01S.27E.22.333 Cibolo Spring,NWIS_NM,34.2,-104.1,SP,1,1,1,1,0,432.0,432.0,432.0,1966-03-01,1966-03-01
343155104160001,04N.25E.36.232,NWIS_NM,34.53,-104.26,SP,1,1,1,1,0,415.0,415.0,415.0,1966-02-24,1966-02-24
343200104163001,04N.25E.36.123 Carretas Spring,NWIS_NM,34.53,-104.27,SP,1,1,1,1,0,585.0,585.0,585.0,1966-02-24,1966-02-24
343310103581001,04N.28E.23.441,NWIS_NM,34.55,-103.96,SP,1,1,1,1,0,503.0,503.0,503.0,1965-12-09,1965-12-09
08394080,"Pecos River above Dexter bridge, river mile 58.1, N Mex",NWIS_NM,33.2,-104.33,ST,4,0,4,4,0,,,,1967-06-30,1968-02-01
08386010,"Pecos River at pipeline Crossing, river mile 91.7, N Mex",NWIS_NM,33.52,-104.38,ST,1,0,1,1,0,,,,1968-01-31,1968-01-31
08386020,"Pecos River above Bitter Lakes, river mile 89.1, N Mex",NWIS_NM,33.5,-104.38,ST,1,0,1,1,0,,,,1968-01-31,1968-01-31
08386030,"Pecos River at Bitter Lakes, river mile 84.9, N Mex",NWIS_NM,33.45,-104.37,ST,1,0,1,1,0,,,,1968-01-31,1968-01-31
08386050,"Pecos River above mouth of Bitter Creek, river mile 78.4, N Mex",NWIS_NM,33.4,-104.39,ST,2,0,2,2,0,,,,1968-01-31,1968-01-31
08386060,"Bitter Creek 0.9 miles above mouth, N Mex",NWIS_NM,33.41,-104.4,ST,1,0,1,1,0,,,,1968-01-31,1968-01-31
08386062,"Bitter Creek  at mouth, river mile 78.4, N Mex",NWIS_NM,33.4,-104.39,ST,1,0,1,1,0,,,,1968-01-31,1968-01-31
08386063,"Pecos River below Bitter Creek, river mile 78.4, N Mex",NWIS_NM,33.4,-104.38,ST,1,0,1,1,0,,,,1968-01-31,1968-01-31
08386070,"Pecos River at Tatum bridge near Roswell, N Mex",NWIS_NM,33.39,-104.39,ST,21,0,2,2,0,,,,1968-01-31,1975-06-04
08386090,"Pecos River above Rio Hondo, river mile 74.7, N Mex",NWIS_NM,33.37,-104.39,ST,2,0,2,2,0,,,,1968-01-31,1968-01-31
08393930,"Hagerman Canal at Head, N Mex",NWIS_NM,33.39,-104.44,ST-CA,1,0,1,1,0,,,,1968-01-31,1968-01-31
08393935,"Roswell DRNGE DST X-LINE, at ENTR TO Hagerman , N Mex",NWIS_NM,33.38,-104.42,ST,1,0,1,1,0,,,,1968-01-31,1968-01-31
08393940,"South Spring Creek, N Mex",NWIS_NM,33.36,-104.41,ST,1,0,1,1,0,,,,1968-01-31,1968-01-31
08393945,"Pamona  Drain at entrance Hagerman Canal, N Mex",NWIS_NM,33.35,-104.39,ST,1,0,1,1,0,,,,1968-01-31,1968-01-31
08393970,"Rio Hondo at US 380 bridge , N Mex",NWIS_NM,33.39,-104.42,ST,1,0,1,1,0,,,,1968-01-31,1968-01-31
08393980,"South Spring Drain, N Mex",NWIS_NM,33.36,-104.41,ST,1,0,1,1,0,,,,1968-01-31,1968-01-31
08393990,"Rio Hondo at mouth, N Mex",NWIS_NM,33.37,-104.39,ST,1,0,1,1,0,,,,1968-01-31,1968-01-31
08394005,"E GRAND PLAINS DRANGE DIST ""D"" LINE, at MOUTH, N Mex",NWIS_NM,33.36,-104.39,ST,1,0,1,1,0,,,,1968-01-31,1968-01-31
08394010,"E GRAND PLAINS DRNG DIST ""A-B-C"" LINE, at MOU, N Mex",NWIS_NM,33.36,-104.38,ST,1,0,1,1,0,,,,1968-01-31,1968-01-31
08394015,"Gravel pit drain, at mouth, N Mex",NWIS_NM,33.35,-104.36,ST,1,0,1,1,0,,,,1968-01-31,1968-01-31
08394020,"Pecos River below gravel pit drain, river mile 71.4, N Mex",NWIS_NM,33.35,-104.35,ST,1,0,1,1,0,,,,1968-01-31,1968-01-31
08394025,"Pecos River below Oasis Miller Drain, N Mex",NWIS_NM,33.31,-104.35,ST,1,0,1,1,0,,,,1968-01-31,1968-01-31
08394030,"Pecos River at Transwestern Pipeline Crossing, river mile 64, N Mex",NWIS_NM,33.28,-104.35,ST,1,0,1,1,0,,,,1968-01-31,1968-01-31
08394040,"Pecos River above Nine Mile Draw, river mile 61.7, N Mex",NWIS_NM,33.24,-104.35,ST,1,0,1,1,0,,,,1968-01-31,1968-01-31
08394050,"Nine Mile Draw at mouth, river mile 61.4, N. Mex",NWIS_NM,33.24,-104.35,ST,1,0,1,1,0,,,,1968-01-31,1968-01-31
08394060,"Pecos River below Nine Mile Draw, river mile 60.9, N Mex",NWIS_NM,33.23,-104.35,ST,1,0,1,1,0,,,,1968-01-31,1968-01-31
08394070,"Zuber Hollow Wasteway at mouth river mile 58.4, N. Mex",NWIS_NM,33.21,-104.33,ST,1,0,1,1,0,,,,1968-01-31,1968-01-31
08394090,"Pecos River above Berry Drain , river mile 55.4, N Mex",NWIS_NM,33.19,-104.31,ST,1,0,1,1,0,,,,1968-01-31,1968-01-31
08394100,"Pecos River near Hagerman , N Mex",NWIS_NM,33.16,-104.3,ST,233,0,1,1,0,,,,1968-01-29,1976-12-20
08394110,"Pecos River above Rio Felix, river mile 50.7, N Mex",NWIS_NM,33.14,-104.31,ST,1,0,1,1,0,,,,1968-01-31,1968-01-31
08395010,"Rio Felix 3/4 mile above mouth, N Mex",NWIS_NM,33.12,-104.34,ST,1,0,1,1,0,,,,1968-01-31,1968-01-31
08395020,"Pecos River below Rio Felix , river mile 49.2, N Mex",NWIS_NM,33.13,-104.31,ST,1,0,1,1,0,,,,1968-01-31,1968-01-31
08395030,"Pecos River at Hagerman bridge, river mile 46.7, N Mex",NWIS_NM,33.12,-104.28,ST,6,0,6,6,0,,,,1967-10-18,1968-06-26
08395040,"Pecos River above Hagerman DIST ""A"" LINE, river mile 44.2, N Mex",NWIS_NM,33.09,-104.29,ST,1,0,1,1,0,,,,1968-01-31,1968-01-31
08395050,"Pecos River below Lathrop pump near Hagerman , river mile 43., N Mex",NWIS_NM,33.08,-104.29,ST,1,0,1,1,0,,,,1968-01-31,1968-01-31
08395060,"Pecos River below Pritchard Lakes, river mile 41.9, N Mex",NWIS_NM,33.06,-104.29,ST,2,0,2,2,0,,,,1968-01-31,1968-02-01
08395070,"Pecos River above Buffalo Valley pump, river mile 39.8, N Mex",NWIS_NM,33.05,-104.27,ST,1,0,1,1,0,,,,1968-02-01,1968-02-01
08395080,"Steve Mason drain at mouth river mile,35.1, N Mex",NWIS_NM,33.01,-104.28,ST,1,0,1,1,0,,,,1968-02-01,1968-02-01
08395090,"Pecos River above Lake Arthur, river mile 34.7, N Mex",NWIS_NM,33.01,-104.29,ST,1,0,1,1,0,,,,1968-02-01,1968-02-01
08395570,"Pecos River, at Eddy-Chaves County, river mile 26, N Mex",NWIS_NM,32.96,-104.35,ST,2,0,2,2,0,,,,1968-02-01,1968-02-01
08395590,"Pecos River above Cottonwood Creek, river mile 20.65, N Mex",NWIS_NM,32.89,-104.35,ST,1,0,1,1,0,,,,1968-02-01,1968-02-01
08396010,"Cottonwood Creek at mouth, river mile 20.6, N. Mex",NWIS_NM,32.88,-104.35,ST,1,0,1,1,0,,,,1968-02-01,1968-02-01
08396030,"Pecos River above Artesia sewage, river mile 16.0, N Mex",NWIS_NM,32.85,-104.34,ST,1,0,1,1,0,,,,1968-02-01,1968-02-01
08396510,"Pecos River(Kaiser channel) above REG gage , N Mex",NWIS_NM,32.76,-104.31,ST,1,0,1,1,0,,,,1968-02-01,1968-02-01
08399510,"Pecos River above Lake Mc Millan, N Mex",NWIS_NM,32.65,-104.31,ST,1,2,1,1,0,7030.0,7420.0,7225.0,1968-02-01,1968-02-01
08382700,"Pecos River near Colonias, N Mex",NWIS_NM,35.05,-104.75,ST,119,4,4,4,0,650.0,828.0,745.0,1970-08-12,1976-12-18
320215104004201,24S.29E.20.134,NWIS_NM,32.2,-104.01,GW,9,0,9,9,0,,,,1970-01-23,1976-06-29
320632104281801,25S.24E.23.343D,NWIS_NM,32.1,-104.47,GW,1,0,1,1,0,,,,1970-08-10,1970-08-10
320735104280701,25S.24E.14.43134,NWIS_NM,32.12,-104.46,GW,1,1,1,1,0,2130.0,2130.0,2130.0,1969-12-30,1969-12-30
321057104001801,24S.29E.29.433,NWIS_NM,32.18,-104.0,GW,9,0,8,9,0,,,,1970-02-20,1976-06-29
321108104001801,24S.29E.29.413,NWIS_NM,32.18,-104.0,GW,9,0,9,9,0,,,,1970-02-20,1976-06-29
321122104003301,24S.29E.29.143,NWIS_NM,32.18,-104.0,GW,10,0,10,10,0,,,,1970-02-20,1976-06-29
321128104000201,24S.29E.29.241,NWIS_NM,32.19,-104.0,GW,9,0,9,9,0,,,,1970-03-13,1976-06-29
321128104003301,24S.29E.29.141,NWIS_NM,32.19,-104.0,GW,9,0,9,9,0,,,,1970-02-20,1976-06-29
321129104005601,24S.29E.30.242A,NWIS_NM,32.19,-104.01,GW,6,0,6,6,0,,,,1970-06-05,1976-06-29
321130104005601,24S.29E.30.242,NWIS_NM,32.19,-104.01,GW,11,0,11,11,0,,,,1970-03-13,1976-06-29
321134104001701,24S.29E.29.213,NWIS_NM,32.19,-104.0,GW,9,0,9,9,0,,,,1970-03-13,1976-06-29
321142104005601,24S.29E.30.222A,NWIS_NM,32.19,-104.01,GW,8,0,8,8,0,,,,1970-06-05,1976-06-29
321143104005601,24S.29E.30.222,NWIS_NM,32.19,-104.01,GW,9,0,9,9,0,,,,1970-03-13,1976-06-29
321157104000601,24S.29E.20.432A,NWIS_NM,32.19,-104.0,GW,7,0,7,7,0,,,,1970-01-23,1975-07-14
321157104001501,24S.29E.20.431,NWIS_NM,32.19,-104.0,GW,9,0,9,9,0,,,,1970-01-23,1976-06-29
321209104002101,24S.29E.20.322,NWIS_NM,32.2,-104.0,GW,8,0,8,8,0,,,,1970-01-23,1976-01-12
321209104010401,24S.29E.19.421,NWIS_NM,32.2,-104.01,GW,4,0,4,4,0,,,,1970-01-23,1972-11-13
321210104001501,24S.29E.20.412,NWIS_NM,32.2,-104.0,GW,8,0,8,8,0,,,,1970-01-23,1976-01-12
321222104003501,24S.29E.20.141,NWIS_NM,32.2,-104.01,GW,3,0,3,3,0,,,,1970-01-23,1972-05-12
321234104002601,24S.29E.20.122,NWIS_NM,32.2,-104.0,GW,7,0,7,7,0,,,,1970-06-05,1976-01-12
321234104005401,24S.29E.19.222,NWIS_NM,32.2,-104.01,GW,6,0,6,6,0,,,,1970-06-05,1975-07-14
321305103595101,24S.29E.16.133 USGS NO 8,NWIS_NM,32.21,-103.99,GW,12,0,12,12,0,,,,1970-03-23,1976-07-17
324449104215201,18S.26E.15.4211,NWIS_NM,32.74,-104.36,GW,1,0,1,1,0,,,,1970-08-27,1970-08-27
330512104213301,14S.26E.20.322212,NWIS_NM,33.08,-104.35,GW,1,0,1,1,0,,,,1970-08-18,1970-08-18
330936104263401,13S.25E.28.42114,NWIS_NM,33.16,-104.44,GW,1,0,1,1,0,,,,1970-08-19,1970-08-19
331002104235401,13S.25E.25.121,NWIS_NM,33.16,-104.39,GW,1,0,1,1,0,,,,1970-08-17,1970-08-17
331155104215801,13S.26E.08.343,NWIS_NM,33.19,-104.36,GW,1,0,1,1,0,,,,1970-08-17,1970-08-17
331508104320401,12S.24E.27.21333,NWIS_NM,33.25,-104.53,GW,1,2,1,1,0,610.0,658.0,634.0,1970-01-22,1970-01-22
331534104320401,12S.24E.22.41333,NWIS_NM,33.25,-104.53,GW,2,4,2,2,0,576.0,742.0,663.2,1969-12-21,1970-02-26
331558104221001,12S.26E.32.133,NWIS_NM,33.26,-104.36,GW,1,0,1,1,0,,,,1970-08-07,1970-08-07
331558104315501,12S.24E.22.23111,NWIS_NM,33.26,-104.53,GW,1,2,1,1,0,658.0,666.0,662.0,1970-01-07,1970-01-07
331625104315401,12S.24E.15.43111,NWIS_NM,33.27,-104.53,GW,1,2,1,1,0,672.0,764.0,718.0,1970-01-12,1970-01-12
331729104271101,12S.25E.09.321143,NWIS_NM,33.29,-104.45,GW,1,0,1,1,0,,,,1970-08-17,1970-08-17
332131104274201,11S.24E.13.144444,NWIS_NM,33.35,-104.46,GW,1,0,1,1,0,,,,1970-04-06,1970-04-06
332222104294401,11S.24E.10.233,NWIS_NM,33.37,-104.49,GW,1,0,1,1,0,,,,1970-08-19,1970-08-19
332223104254301,11S.25E.08.143 GRANTHAM VIRGIL,NWIS_NM,33.37,-104.42,GW,1,0,1,1,0,,,,1970-08-17,1970-08-17
332223104255201,11S.25E.08.133,NWIS_NM,33.37,-104.43,GW,1,0,1,1,0,,,,1970-03-31,1970-03-31
332249104285601,11S.24E.02.343,NWIS_NM,33.38,-104.48,GW,1,0,1,1,0,,,,1970-08-21,1970-08-21
332315104301501,11S.24E.03.133,NWIS_NM,33.38,-104.5,GW,1,0,1,1,0,,,,1970-08-27,1970-08-27
332356104290201,10S.24E.35.314,NWIS_NM,33.39,-104.48,GW,1,0,1,1,0,,,,1970-03-13,1970-03-13
332455104304701,10S.24E.28.441,NWIS_NM,33.41,-104.5,GW,1,0,1,1,0,,,,1970-08-12,1970-08-12
332500104301501,10S.24E.27.133,NWIS_NM,33.41,-104.5,GW,1,0,1,1,0,,,,1970-03-31,1970-03-31
332550104284001,10S.24E.23.411,NWIS_NM,33.43,-104.47,GW,1,0,1,1,0,,,,1970-03-07,1970-03-07
332552104292801,10S.24E.22.243,NWIS_NM,33.43,-104.49,GW,1,0,1,1,0,,,,1970-04-03,1970-04-03
332552104314901,10S.24E.20.223,NWIS_NM,33.43,-104.52,GW,1,0,1,1,0,,,,1970-08-27,1970-08-27
332557104335301,10S.23E.24.243,NWIS_NM,33.43,-104.56,GW,1,0,1,1,0,,,,1970-08-27,1970-08-27
332628104292601,10S.24E.15.432,NWIS_NM,33.44,-104.49,GW,1,0,1,1,0,,,,1970-03-23,1970-03-23
332646104315001,10S.24E.17.233,NWIS_NM,33.44,-104.53,GW,1,0,1,1,0,,,,1970-04-01,1970-04-01
332714104322101,10S.24E.08.333,NWIS_NM,33.45,-104.53,GW,2,0,2,2,0,,,,1970-03-24,1970-08-12
333000103442401,09S.31E.26.440,NWIS_NM,33.49,-104.74,GW,1,2,1,1,0,420.0,454.0,437.0,1970-05-25,1970-05-25
333548104290101,08S.24E.26.113,NWIS_NM,33.59,-104.48,GW,1,0,1,1,0,,,,1970-08-25,1970-08-25
345243104413000,Aqua Negra C at Aqua Negra Ranch,NWIS_NM,34.87,-104.69,ST,1,1,1,1,0,3470.0,3470.0,3470.0,1970-05-23,1970-05-23
345428104400900,Rock Lake inflow near Santa Rosa,NWIS_NM,34.9,-104.66,ST,2,2,2,2,0,2610.0,2750.0,2680.0,1970-05-23,1970-05-23
345443104401200,"Post Lake near Santa Rosa,N Mex",NWIS_NM,34.91,-104.67,LK,1,1,1,1,0,3310.0,3310.0,3310.0,1970-05-23,1970-05-23
345451104405600,"Bass Lake near Santa Rosa, N Mex",NWIS_NM,34.91,-104.68,LK,1,1,1,1,0,3150.0,3150.0,3150.0,1970-05-23,1970-05-23
345534104393700,"Perch Lake near Santa Rosa, N Mex",NWIS_NM,34.92,-104.66,LK,1,1,1,1,0,2920.0,2920.0,2920.0,1970-05-23,1970-05-23
345547104395400,"Twin Lake at Santa Rosa, N Mex",NWIS_NM,34.92,-104.66,LK,1,1,1,1,0,4300.0,4300.0,4300.0,1970-05-23,1970-05-23
345600104395700,"Hidden Lake at Santa Rosa, N. Mex",NWIS_NM,34.93,-104.66,LK,1,1,1,1,0,3150.0,3150.0,3150.0,1970-05-23,1970-05-23
345621104402100,Blue Hole Lake outflow at Santa,NWIS_NM,34.93,-104.67,ST,1,1,1,1,0,2400.0,2400.0,2400.0,1970-05-23,1970-05-23
345636104415500,"Pecos River at Santa Rosa, N Mex (river mile 257.1)",NWIS_NM,34.94,-104.69,ST,3,3,3,3,0,324.0,1190.0,795.0,1970-05-25,1970-06-24
345640104403300,EL RITO C at I-40 bridge at SANT,NWIS_NM,34.94,-104.67,ST,1,1,1,1,0,2500.0,2500.0,2500.0,1970-05-23,1970-05-23
350234104425100,"Pecos River at river mile 275.6,N Mex (river mile 275.6)",NWIS_NM,35.04,-104.71,ST,2,2,2,2,0,262.0,826.0,544.0,1970-05-28,1970-06-16
350234104425101,Jose Perea Grant,NWIS_NM,35.04,-104.71,SP,1,1,1,1,0,906.0,906.0,906.0,1970-05-27,1970-05-27
350234104425102,Preston Beck Grant,NWIS_NM,35.04,-104.71,SP,1,1,1,1,0,1140.0,1140.0,1140.0,1970-05-28,1970-05-28
350236104423500,"Pecos River at river mile 275.3,N Mex (river mile 275.3)",NWIS_NM,35.04,-104.71,ST,1,1,1,1,0,246.0,246.0,246.0,1970-05-27,1970-05-27
350300104432100,"Pecos River below River Ranch,N Mex (RM 276.3)",NWIS_NM,35.05,-104.72,ST,10,10,10,10,0,209.0,745.0,550.6,1970-05-25,1970-07-08
350320104443300,"Pecos River above River Ranch Ford,N Mex (RM278.1)",NWIS_NM,35.05,-104.74,ST,12,12,12,12,0,207.0,761.0,530.7,1970-05-25,1970-09-10
350352104403500,"Pecos River above mouth Los Esteros Creek ,N Mex (river mile 272)",NWIS_NM,35.06,-104.67,ST,5,5,5,5,0,243.0,802.0,465.2,1970-05-25,1970-06-17
350457104473800,"Pecos River below Canon de Uta,N Mex (RM283.6)",NWIS_NM,35.08,-104.79,ST,1,1,1,1,0,135.0,135.0,135.0,1970-05-24,1970-05-24
350858104552100,"Pecos River above Colonias,N Mex (river mile 295)",NWIS_NM,35.14,-104.92,ST,5,5,5,5,0,115.0,272.0,160.0,1970-05-24,1970-06-15
351020105025900,ACEQUIA DEL BODO J.PAIZ at DILIA,NWIS_NM,35.17,-105.05,ST,1,1,1,1,0,151.0,151.0,151.0,1970-06-03,1970-06-03
351123105000700,"Spring Creek at mouth near Dilla, N Mex",NWIS_NM,35.18,-105.0,ST,1,1,1,1,0,536.0,536.0,536.0,1970-05-24,1970-05-24
351134104581800,"Pecos River near Dilia,N Mex (river mile 305)",NWIS_NM,35.19,-104.97,ST,1,1,1,1,0,122.0,122.0,122.0,1970-05-24,1970-05-24
321410103591501,24S.29E.16.133,NWIS_NM,32.21,-103.99,GW,1,1,0,1,0,279000.0,279000.0,279000.0,1971-05-21,1971-05-21
